"Abu-Hayyan_1" "al-Baghawi_1" "al-Baydawi_1" "al-Khazin_1" "al-Mawardi_1" "al-Nasafi_1" "al-Qurtubi_1" "al-Razi_1" "al-Suyuti_1" "al-Tabari_1" "al-Zamakhshari_1" "Fairuzabadi_1" "Ibn-Abd-al-Salam_1" "Ibn-al-Jawzi_1" "Ibn-Arafa_1" "Ibn-Atiya_1" "Ibn-Kathir_1" "Samarqandi_1"
"الأديان" 0 0.00266666666666667 0.00266666666666667 0.00266666666666667 0 0.00133333333333333 0 0.00666666666666667 0.008 0 0.004 0.00266666666666667 0.008 0 0.00133333333333333 0 0.00133333333333333 0.00266666666666667
"الأشرف" 0 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00533333333333333 0.00266666666666667 0 0 0.004 0.00133333333333333 0.004 0.00933333333333333 0.00533333333333333 0.00266666666666667 0 0 0.00133333333333333 0.004
"الأوقات" 0 0 0.00666666666666667 0.00266666666666667 0.00266666666666667 0.00266666666666667 0 0.008 0.00533333333333333 0 0.008 0 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667 0 0.00133333333333333
"الإتيان" 0.00266666666666667 0 0 0.00533333333333333 0 0.00266666666666667 0 0.012 0.00266666666666667 0 0 0.00266666666666667 0 0 0.016 0 0 0
"البرهان" 0.00266666666666667 0.00133333333333333 0.00533333333333333 0 0 0.00133333333333333 0 0.004 0.00533333333333333 0.00266666666666667 0.00266666666666667 0 0.00666666666666667 0 0.008 0.00266666666666667 0 0.00133333333333333
"البعير" 0.00133333333333333 0 0.00533333333333333 0.00266666666666667 0.00533333333333333 0 0.00666666666666667 0.00266666666666667 0.00133333333333333 0 0.00133333333333333 0 0.00533333333333333 0.00533333333333333 0 0.00266666666666667 0.00133333333333333 0.00266666666666667
"التمييز" 0.00666666666666667 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.00133333333333333 0.004 0.00533333333333333 0.004 0.00266666666666667 0 0.00266666666666667 0 0 0.00266666666666667 0.00266666666666667 0.00266666666666667 0 0
"الثلاث" 0.004 0.00133333333333333 0.004 0.00133333333333333 0.00133333333333333 0.004 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00533333333333333 0 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.004 0.00266666666666667 0.00133333333333333
"الثلث" 0.00266666666666667 0.004 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00266666666666667 0 0.004 0.00133333333333333 0.004 0.00933333333333333 0.00133333333333333 0.00266666666666667 0 0.00266666666666667 0.00133333333333333 0
"الجمل" 0.016 0.00266666666666667 0.00266666666666667 0 0.00133333333333333 0.00133333333333333 0 0 0 0 0.00933333333333333 0.00133333333333333 0 0 0.00533333333333333 0.004 0 0
"العزة" 0.00133333333333333 0.00266666666666667 0 0.00533333333333333 0.00533333333333333 0.012 0.00266666666666667 0.00266666666666667 0.00266666666666667 0 0.00266666666666667 0.00133333333333333 0.00133333333333333 0 0.00133333333333333 0 0 0.00266666666666667
"العقبة" 0.004 0.004 0 0.00133333333333333 0.00266666666666667 0 0 0 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.004 0.004 0.0106666666666667 0 0.00266666666666667 0.00133333333333333 0.00266666666666667
"العمر" 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.00533333333333333 0.00133333333333333 0 0 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00266666666666667 0 0.00133333333333333 0.008 0.00266666666666667
"الفقراء" 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.00933333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00133333333333333 0 0.004 0.00533333333333333 0.00666666666666667 0.00133333333333333 0 0 0.00133333333333333 0
"القارىء" 0.004 0.00133333333333333 0.00133333333333333 0.00133333333333333 0 0.004 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.0106666666666667 0.00266666666666667 0 0 0.012 0 0 0.00133333333333333 0
"بالملائكة" 0.00533333333333333 0.00266666666666667 0.004 0.00266666666666667 0.00266666666666667 0 0.00266666666666667 0.00133333333333333 0 0 0.00266666666666667 0.0146666666666667 0.004 0 0.00133333333333333 0 0 0
"بصره" 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.008 0.00266666666666667 0.00266666666666667 0.00533333333333333 0 0.00133333333333333 0.00133333333333333 0.00266666666666667 0 0.00133333333333333 0.00133333333333333 0 0 0.00266666666666667 0.00533333333333333
"بَصِيرٌ" 0 0.00533333333333333 0.004 0 0 0.004 0 0.00133333333333333 0.00933333333333333 0 0.00133333333333333 0.0106666666666667 0 0 0.00266666666666667 0 0 0.00533333333333333
"بَعْضَ" 0 0.00266666666666667 0.00266666666666667 0 0 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.008 0.00266666666666667 0.00266666666666667 0.008 0.00133333333333333 0 0.00133333333333333 0 0.00266666666666667 0.004
"بفتحها" 0.008 0.0133333333333333 0.00133333333333333 0 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00133333333333333 0 0 0 0 0.00533333333333333 0 0.00666666666666667 0 0
"تعرض" 0.00533333333333333 0.00133333333333333 0.004 0.00533333333333333 0.00266666666666667 0 0 0.00133333333333333 0.00133333333333333 0 0.00133333333333333 0.00266666666666667 0.00133333333333333 0 0.008 0.004 0 0.00533333333333333
"توبيخ" 0.00266666666666667 0.00533333333333333 0.004 0.00666666666666667 0 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00266666666666667 0 0.00266666666666667 0 0.00133333333333333 0.008 0 0.004 0 0
"جسده" 0 0.00533333333333333 0.00133333333333333 0.00666666666666667 0.00666666666666667 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.004 0.00133333333333333 0 0.00266666666666667 0.00133333333333333 0 0.00133333333333333 0.004 0.004
"جمعت" 0.00133333333333333 0.00266666666666667 0 0 0.00533333333333333 0.004 0.004 0.00133333333333333 0.00133333333333333 0 0.00133333333333333 0.004 0.00266666666666667 0.00666666666666667 0.00266666666666667 0.004 0 0.00266666666666667
"جميعهم" 0.00133333333333333 0 0 0.00133333333333333 0.004 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.004 0.00533333333333333 0.00133333333333333 0 0.004 0 0.004 0.00666666666666667 0.004 0
"جنب" 0.00266666666666667 0.004 0.00266666666666667 0.00533333333333333 0.00133333333333333 0 0.004 0.004 0.00133333333333333 0.00533333333333333 0.00533333333333333 0 0 0.00133333333333333 0 0.004 0.00133333333333333 0.00133333333333333
"حكمة" 0.00533333333333333 0 0.00266666666666667 0.00266666666666667 0 0.0106666666666667 0.00133333333333333 0.00533333333333333 0.004 0 0.004 0 0 0 0.00133333333333333 0.004 0.00266666666666667 0
"حيلة" 0 0.00266666666666667 0.004 0.004 0.00133333333333333 0 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.004 0.00266666666666667 0.00533333333333333 0 0.00533333333333333 0.00133333333333333 0.004
"خمسين" 0 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.00133333333333333 0 0.00533333333333333 0 0.00266666666666667 0 0 0.00133333333333333 0.00666666666666667 0.00266666666666667 0.00133333333333333 0.008 0.00266666666666667 0.004
"ذٰلِكُمْ" 0 0 0.00533333333333333 0 0 0.0106666666666667 0 0.00133333333333333 0.0146666666666667 0 0.00133333333333333 0.004 0 0 0.00133333333333333 0 0 0.00533333333333333
"ذنوبهم" 0.00133333333333333 0.004 0.00266666666666667 0.00266666666666667 0.004 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.004 0.008 0 0 0.00266666666666667 0.00266666666666667 0.00133333333333333
"رَبَّكُمْ" 0 0.00133333333333333 0.004 0 0 0.00133333333333333 0.00266666666666667 0.004 0.00933333333333333 0.004 0.00266666666666667 0.00666666666666667 0.00133333333333333 0 0 0 0.00133333333333333 0.00533333333333333
"رَيْبَ" 0 0.004 0.004 0 0 0.004 0.004 0.00266666666666667 0.004 0.00133333333333333 0.00133333333333333 0.00533333333333333 0.00266666666666667 0 0.004 0 0.004 0.00266666666666667
"ساق" 0.00266666666666667 0 0 0.00133333333333333 0 0.00266666666666667 0.00933333333333333 0.00133333333333333 0.004 0.00266666666666667 0 0.00133333333333333 0 0.00666666666666667 0.00133333333333333 0.00666666666666667 0.004 0
"سمعنا" 0.00266666666666667 0.00133333333333333 0 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.004 0.00266666666666667 0 0.004 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.008 0 0.00266666666666667 0.00266666666666667 0.00266666666666667
"سيئة" 0.004 0.00133333333333333 0.00133333333333333 0.00533333333333333 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.004 0.004 0.00133333333333333 0.00266666666666667 0 0 0.00266666666666667 0.00266666666666667
"شراب" 0.00266666666666667 0.00266666666666667 0 0.00266666666666667 0.00533333333333333 0.004 0.00266666666666667 0.00133333333333333 0 0.004 0.00266666666666667 0 0.008 0.008 0 0 0 0
"ضل" 0.00533333333333333 0.00266666666666667 0.00266666666666667 0.0106666666666667 0.004 0.00133333333333333 0 0.00266666666666667 0.00133333333333333 0 0 0 0.00533333333333333 0 0.00133333333333333 0.004 0.00133333333333333 0.00133333333333333
"ضَلَّ" 0 0.004 0.004 0 0 0.00533333333333333 0.00133333333333333 0.00133333333333333 0.00933333333333333 0.00133333333333333 0.00133333333333333 0.0106666666666667 0 0.00133333333333333 0.00133333333333333 0 0 0.00266666666666667
"طاهر" 0 0.0173333333333333 0 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00133333333333333 0 0 0.00133333333333333 0.00533333333333333 0.00133333333333333 0.00266666666666667 0.00266666666666667 0 0.004 0
"عامل" 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.004 0 0.008 0.00133333333333333 0.00133333333333333 0 0.00133333333333333 0.00133333333333333 0.004 0.004 0 0.00266666666666667 0.00533333333333333 0.00266666666666667 0.00133333333333333
"عصاه" 0 0.00133333333333333 0 0.00266666666666667 0.00533333333333333 0.00266666666666667 0.008 0.00266666666666667 0.004 0.00133333333333333 0.00133333333333333 0 0 0.00133333333333333 0 0.00133333333333333 0.00666666666666667 0.00533333333333333
"عَظِيماً" 0 0.00266666666666667 0.00666666666666667 0 0 0.00933333333333333 0.00266666666666667 0.00133333333333333 0.0106666666666667 0.00133333333333333 0 0.00133333333333333 0 0 0 0 0.004 0.004
"عملهم" 0 0 0.008 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00666666666666667 0.00133333333333333 0.00533333333333333 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.004 0.00133333333333333 0
"فبلغ" 0 0.004 0.00133333333333333 0.00666666666666667 0.00133333333333333 0.004 0.00266666666666667 0.00133333333333333 0.00133333333333333 0 0.00266666666666667 0 0.00133333333333333 0.00266666666666667 0 0.00133333333333333 0.012 0.00133333333333333
"فرس" 0.00133333333333333 0.004 0 0.00533333333333333 0.004 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00266666666666667 0 0.00533333333333333 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00266666666666667 0 0.00266666666666667 0.00266666666666667
"فِرْعَوْنُ" 0 0.00266666666666667 0.004 0 0 0.004 0.00133333333333333 0 0.00933333333333333 0.00133333333333333 0 0.012 0 0 0.00266666666666667 0 0.00266666666666667 0.004
"فصاروا" 0 0 0 0 0.008 0.00266666666666667 0 0 0.00133333333333333 0.00133333333333333 0 0.0106666666666667 0.008 0.00133333333333333 0 0.00133333333333333 0 0.00933333333333333
"فقتله" 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00533333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00266666666666667 0 0.00133333333333333 0.00133333333333333 0.00933333333333333 0.00266666666666667 0.004 0.00266666666666667
"فوقع" 0 0.004 0.00266666666666667 0.00266666666666667 0 0.00533333333333333 0.004 0.004 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.00533333333333333 0.00266666666666667
"فيهن" 0.0106666666666667 0.008 0.00133333333333333 0.00266666666666667 0.00933333333333333 0 0.00133333333333333 0.00133333333333333 0 0 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0 0.00133333333333333 0
"كراهة" 0.008 0 0.00666666666666667 0 0.00133333333333333 0.012 0.00133333333333333 0 0.00133333333333333 0 0.004 0 0.00266666666666667 0.00133333333333333 0.00533333333333333 0 0 0
"لأنفسكم" 0 0.00266666666666667 0 0.00266666666666667 0.00266666666666667 0.00266666666666667 0 0 0.00133333333333333 0 0 0.0133333333333333 0.00266666666666667 0.00666666666666667 0 0 0.004 0.00533333333333333
"لإبراهيم" 0.00266666666666667 0 0.00133333333333333 0.00133333333333333 0.004 0.00533333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0 0.004 0.00533333333333333 0.00133333333333333 0 0 0.00533333333333333 0.00266666666666667 0.00533333333333333
"ماتوا" 0 0 0 0.00666666666666667 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.004 0.00666666666666667 0.00133333333333333 0.00133333333333333 0.00533333333333333 0.00133333333333333 0.00266666666666667 0 0 0.00533333333333333
"مبنياً" 0.032 0 0.004 0 0 0 0 0.00133333333333333 0.00266666666666667 0 0.004 0 0 0 0 0 0 0
"مخصوص" 0.00533333333333333 0 0.00266666666666667 0.00266666666666667 0 0.004 0.00266666666666667 0.00533333333333333 0.00533333333333333 0 0 0 0 0.00266666666666667 0.0133333333333333 0 0 0
"مزيدة" 0.00133333333333333 0 0.0253333333333333 0 0 0.00533333333333333 0 0.00266666666666667 0.004 0 0.00533333333333333 0 0 0 0 0 0 0
"مكاناً" 0.00533333333333333 0 0.00533333333333333 0.00533333333333333 0 0.008 0.00266666666666667 0.00133333333333333 0.00266666666666667 0 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00266666666666667 0 0.004 0.00133333333333333 0
"منتهى" 0.00266666666666667 0.00133333333333333 0.0133333333333333 0.004 0.00266666666666667 0.00133333333333333 0 0.004 0.00133333333333333 0.004 0.00133333333333333 0 0 0.004 0 0 0.004 0
"مّنْهُمْ" 0 0 0.012 0 0 0.00666666666666667 0 0.004 0.00933333333333333 0 0.00133333333333333 0 0 0 0 0 0 0.0106666666666667
"موضعه" 0.00133333333333333 0.00533333333333333 0.00266666666666667 0.004 0 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00533333333333333 0.00266666666666667 0 0 0.00133333333333333 0 0.004 0.00666666666666667 0.00266666666666667
"ناحية" 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00533333333333333 0.00133333333333333 0 0.008 0.00133333333333333 0 0 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.004 0.008 0.00133333333333333 0
"والأخرى" 0.00266666666666667 0.00666666666666667 0 0.00666666666666667 0.00133333333333333 0 0 0.00266666666666667 0.004 0 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00533333333333333 0 0.00133333333333333 0.00533333333333333
"والتخفيف" 0.00133333333333333 0 0.00666666666666667 0.00133333333333333 0 0.00133333333333333 0.00133333333333333 0 0.0146666666666667 0.00133333333333333 0.008 0 0 0.00266666666666667 0 0 0 0.00533333333333333
"والتي" 0.00533333333333333 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00533333333333333 0 0 0.00133333333333333 0.008 0 0.00533333333333333 0.004 0.00133333333333333 0 0.00133333333333333 0.00266666666666667
"والشافعي" 0.00533333333333333 0.004 0 0.00133333333333333 0.00666666666666667 0.00133333333333333 0.00266666666666667 0 0 0 0.00266666666666667 0 0.004 0.004 0.004 0.008 0 0
"والفرق" 0 0 0.00133333333333333 0.00666666666666667 0.016 0.00666666666666667 0.004 0.004 0 0 0.00133333333333333 0 0 0.00133333333333333 0.00266666666666667 0 0 0
"والقدرة" 0 0 0.00266666666666667 0.00266666666666667 0.00133333333333333 0 0.00133333333333333 0.00266666666666667 0.00266666666666667 0 0 0.012 0.00133333333333333 0.004 0.00933333333333333 0.00266666666666667 0 0.00133333333333333
"وجميع" 0.00533333333333333 0.004 0 0.00666666666666667 0.00133333333333333 0 0.00266666666666667 0.00533333333333333 0 0.00133333333333333 0.00266666666666667 0 0 0.00133333333333333 0.00266666666666667 0.00666666666666667 0.00266666666666667 0.00133333333333333
"وجهاً" 0.00266666666666667 0.00133333333333333 0 0 0.0266666666666667 0.00266666666666667 0 0.00266666666666667 0.00133333333333333 0 0 0 0.00133333333333333 0.00266666666666667 0 0 0.00266666666666667 0
"وسمي" 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00666666666666667 0.008 0.004 0.004 0.00266666666666667 0 0 0.00133333333333333 0.004 0.00266666666666667 0 0.00133333333333333 0 0.00266666666666667
"وصفت" 0.004 0 0.00266666666666667 0 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.008 0.012 0.00266666666666667 0 0.00266666666666667 0.00266666666666667 0 0 0.00133333333333333
"وعمرو" 0.012 0.00133333333333333 0.00133333333333333 0.00133333333333333 0 0.00133333333333333 0.00266666666666667 0.00266666666666667 0 0 0.00533333333333333 0.00133333333333333 0 0.004 0.004 0.00533333333333333 0.00133333333333333 0
"ومعناهما" 0 0.00666666666666667 0 0 0.008 0 0 0 0 0 0.00133333333333333 0 0 0 0 0 0 0.028
"يأت" 0.0133333333333333 0.00133333333333333 0.00133333333333333 0.004 0 0.00133333333333333 0 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00266666666666667 0 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00666666666666667 0.00133333333333333 0.00266666666666667
"يخلو" 0.004 0.004 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00266666666666667 0 0 0.0106666666666667 0 0 0 0.004 0.00133333333333333 0.00666666666666667 0
"يسار" 0 0.012 0 0.00133333333333333 0 0 0 0.00266666666666667 0.00133333333333333 0.00266666666666667 0 0.00133333333333333 0.004 0.004 0 0.00266666666666667 0.0106666666666667 0.00133333333333333
"يشهدون" 0.00133333333333333 0.004 0 0.004 0.00933333333333333 0.00133333333333333 0.00133333333333333 0 0.00133333333333333 0.00133333333333333 0 0.00266666666666667 0.008 0.004 0.00266666666666667 0.00133333333333333 0 0.00133333333333333
"يكاد" 0.00133333333333333 0.00133333333333333 0.004 0.00533333333333333 0 0 0.00133333333333333 0.00133333333333333 0 0 0.00533333333333333 0.00133333333333333 0.004 0.00933333333333333 0 0.004 0.00133333333333333 0.004
"أبان" 0.00666666666666667 0.00266666666666667 0 0.00133333333333333 0.00933333333333333 0 0.00266666666666667 0 0 0.004 0.00133333333333333 0 0.00133333333333333 0.00266666666666667 0 0.004 0.00666666666666667 0
"أَحْسَنُ" 0 0.00266666666666667 0.00133333333333333 0 0.00133333333333333 0.00266666666666667 0 0.004 0.00666666666666667 0 0.00133333333333333 0.00533333333333333 0.00533333333333333 0 0 0 0.004 0.008
"أزواجهن" 0 0.004 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.004 0 0 0 0.00133333333333333 0 0.0106666666666667 0.00533333333333333 0 0.00133333333333333 0.004 0.00266666666666667 0.00266666666666667
"أعدائه" 0 0.00266666666666667 0.004 0 0.00133333333333333 0.00266666666666667 0 0.00133333333333333 0 0.00133333333333333 0.00266666666666667 0.016 0.00533333333333333 0.00133333333333333 0 0 0.00133333333333333 0.00266666666666667
"أَلا" 0 0.004 0.00266666666666667 0 0 0.00266666666666667 0.00133333333333333 0.00266666666666667 0 0 0.00266666666666667 0.012 0.004 0 0.00266666666666667 0 0.00266666666666667 0.00533333333333333
"أمثال" 0.00266666666666667 0.00133333333333333 0.00666666666666667 0.004 0.00533333333333333 0.004 0 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.004 0 0 0.00266666666666667 0.00266666666666667 0.00133333333333333
"أَوِ" 0 0.004 0.00133333333333333 0 0 0.00533333333333333 0.00133333333333333 0.004 0.0106666666666667 0 0 0.004 0.00266666666666667 0 0 0 0.00266666666666667 0.00666666666666667
"أوجب" 0 0.00133333333333333 0.004 0.00133333333333333 0.00266666666666667 0.00533333333333333 0.00266666666666667 0.00666666666666667 0.00133333333333333 0.00133333333333333 0 0 0.004 0 0.00533333333333333 0.00533333333333333 0 0.00133333333333333
"ٱلْحَقَّ" 0 0.00266666666666667 0.00533333333333333 0 0 0.00533333333333333 0.00533333333333333 0.00133333333333333 0.0133333333333333 0 0 0.00533333333333333 0 0 0.00133333333333333 0 0.00133333333333333 0.00133333333333333
"ٱلْقُرَىٰ" 0 0.00533333333333333 0.00533333333333333 0 0 0.00266666666666667 0 0.00266666666666667 0.00933333333333333 0 0 0.012 0 0 0 0 0.004 0.00133333333333333
"ٱلْكِتَٰبَ" 0 0 0 0 0 0 0 0 0.0413333333333333 0.00133333333333333 0 0 0 0 0 0 0 0
"ٱلْكِتَٰبِ" 0 0 0 0 0 0 0 0 0.0426666666666667 0 0 0 0 0 0 0 0 0
"ٱلْمُجْرِمُونَ" 0 0.004 0.00533333333333333 0 0 0.00533333333333333 0.00133333333333333 0.00266666666666667 0.0106666666666667 0 0 0.00133333333333333 0 0 0.00133333333333333 0 0.00266666666666667 0.008
"ٱلْمَدِينَةِ" 0 0.00266666666666667 0.00533333333333333 0 0 0.00533333333333333 0 0.00266666666666667 0.012 0 0.00266666666666667 0.00533333333333333 0.00266666666666667 0 0 0 0 0.004
"إذن" 0.00266666666666667 0 0.00133333333333333 0.004 0.00666666666666667 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00933333333333333 0.00266666666666667 0.00533333333333333 0 0.004 0 0.00133333333333333 0 0
"إسناد" 0.00133333333333333 0 0.004 0 0 0.004 0.004 0.00266666666666667 0.00133333333333333 0 0.004 0 0 0 0.004 0 0.0173333333333333 0
"الأسد" 0.00266666666666667 0.00266666666666667 0.00133333333333333 0 0.00533333333333333 0.00266666666666667 0.00666666666666667 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00533333333333333
"الأعضاء" 0.00266666666666667 0 0.00933333333333333 0.004 0 0.00133333333333333 0 0.012 0.00133333333333333 0 0 0.004 0 0.00266666666666667 0 0.00266666666666667 0 0.00266666666666667
"الاستدلال" 0.004 0 0 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.0213333333333333 0 0 0.00133333333333333 0 0.00133333333333333 0 0.008 0 0.00133333333333333 0
"البدن" 0.00133333333333333 0 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.004 0.0106666666666667 0 0.00133333333333333 0.00266666666666667 0 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.004 0.00266666666666667 0.004
"البصريين" 0.0186666666666667 0 0.00266666666666667 0 0.00266666666666667 0.00133333333333333 0.008 0 0 0.00133333333333333 0.00133333333333333 0 0.00266666666666667 0 0.00266666666666667 0.00133333333333333 0 0
"التخفيف" 0.004 0 0.00133333333333333 0.00266666666666667 0 0.004 0.00266666666666667 0.004 0 0.00266666666666667 0.00266666666666667 0 0 0.00133333333333333 0.004 0.00666666666666667 0.00133333333333333 0.00533333333333333
"التعريف" 0.00266666666666667 0 0.004 0 0 0.0106666666666667 0 0.00533333333333333 0.00133333333333333 0 0.008 0 0 0.00133333333333333 0.00266666666666667 0.00666666666666667 0 0
"الخطيب" 0 0.004 0 0 0 0 0 0 0 0 0.00133333333333333 0 0 0.00133333333333333 0.0346666666666667 0.00133333333333333 0 0
"السائل" 0.00533333333333333 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00133333333333333 0 0.004 0 0.00266666666666667 0.004 0.00266666666666667 0 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00533333333333333 0.004 0.00133333333333333
"السلاح" 0.00133333333333333 0.00266666666666667 0.004 0.00933333333333333 0 0 0 0.00133333333333333 0 0.00266666666666667 0.004 0.00133333333333333 0.00666666666666667 0.00266666666666667 0 0.00133333333333333 0.004 0.00133333333333333
"السميفع" 0.00666666666666667 0 0 0 0 0 0 0 0 0 0.00133333333333333 0 0 0.0253333333333333 0 0.00933333333333333 0 0
"السير" 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00533333333333333 0.004 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00266666666666667 0 0.00533333333333333 0 0 0.008 0 0
"الفائدة" 0.00133333333333333 0 0.00133333333333333 0.004 0 0.00133333333333333 0 0.0146666666666667 0 0 0.004 0 0 0.00666666666666667 0.008 0.00133333333333333 0 0
"القرون" 0.00533333333333333 0 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00666666666666667 0.00133333333333333 0.00266666666666667 0 0 0.00133333333333333 0.008 0.004 0 0.00133333333333333 0.004 0 0.00266666666666667
"القلم" 0.004 0 0 0.004 0.00266666666666667 0 0.00533333333333333 0.008 0 0.00133333333333333 0.00533333333333333 0 0.00666666666666667 0 0 0.00133333333333333 0.00266666666666667 0.00133333333333333
"المستقيم" 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00666666666666667 0.00133333333333333 0.004 0.00133333333333333 0 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00666666666666667 0.00266666666666667 0 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.004
"المشهور" 0.00533333333333333 0 0.00133333333333333 0 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00933333333333333 0 0 0 0 0 0 0.0133333333333333 0.00266666666666667 0.00533333333333333 0
"الموصوف" 0.00533333333333333 0 0.004 0.00133333333333333 0 0.00533333333333333 0.00133333333333333 0.00933333333333333 0.00266666666666667 0 0.00533333333333333 0 0 0.00133333333333333 0.004 0.00266666666666667 0 0
"النضير" 0.00133333333333333 0 0.00133333333333333 0.00133333333333333 0.004 0.004 0 0 0.004 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.008 0.00266666666666667 0 0.004 0.004 0.004
"الهدهد" 0.00266666666666667 0.00933333333333333 0 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.0106666666666667 0.00133333333333333 0 0.00266666666666667 0 0 0.004 0 0 0.00133333333333333 0.004 0
"امرىء" 0.004 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00533333333333333 0 0.00933333333333333 0 0.00133333333333333 0.00133333333333333 0 0 0 0.00533333333333333 0.00133333333333333 0.008 0.00133333333333333 0
"بالتنوين" 0.00533333333333333 0.004 0.00666666666666667 0 0.00133333333333333 0.00266666666666667 0 0.00133333333333333 0.00533333333333333 0 0.00266666666666667 0 0 0.004 0 0.00666666666666667 0 0.00266666666666667
"بالخير" 0 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.004 0.00266666666666667 0.00266666666666667 0 0.00133333333333333 0.00133333333333333 0 0.00666666666666667 0.004 0.004 0.00533333333333333 0.00133333333333333 0 0.00266666666666667
"بالصواب" 0 0 0 0.00133333333333333 0.00133333333333333 0.00133333333333333 0 0.004 0.00133333333333333 0.012 0.00133333333333333 0.00266666666666667 0 0 0.00133333333333333 0 0 0.016
