"Abu-Hayyan_1" "al-Baghawi_1" "al-Baydawi_1" "al-Khazin_1" "al-Mawardi_1" "al-Nasafi_1" "al-Qurtubi_1" "al-Razi_1" "al-Suyuti_1" "al-Tabari_1" "al-Zamakhshari_1" "Fairuzabadi_1" "Ibn-Abd-al-Salam_1" "Ibn-al-Jawzi_1" "Ibn-Arafa_1" "Ibn-Atiya_1" "Ibn-Kathir_1" "Samarqandi_1"
"بسوء" 0.004 0 0.004 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.004 0.00133333333333333 0.00533333333333333 0.004 0.00133333333333333 0 0.00266666666666667 0.00533333333333333 0 0.00133333333333333 0.00133333333333333 0
"بشراً" 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.004 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.004 0.00266666666666667 0.00133333333333333 0.00666666666666667 0 0.00133333333333333 0.00266666666666667 0 0 0.00266666666666667 0.00266666666666667
"بِعَذَابٍ" 0 0 0.004 0 0.00133333333333333 0.00666666666666667 0.00133333333333333 0.004 0.008 0.00133333333333333 0.00133333333333333 0.00533333333333333 0.00133333333333333 0 0.00133333333333333 0 0.004 0.00266666666666667
"بعيسى" 0 0.00533333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00533333333333333 0 0 0.00533333333333333 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00266666666666667 0 0.00133333333333333 0.00666666666666667
"تأويله" 0 0.00133333333333333 0 0.00133333333333333 0.0146666666666667 0.00266666666666667 0.00133333333333333 0 0.00133333333333333 0.00666666666666667 0 0 0.004 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00133333333333333
"تركت" 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00533333333333333 0 0.00133333333333333 0.00533333333333333 0 0 0.004 0.00533333333333333 0 0.00533333333333333 0.00133333333333333 0 0.00266666666666667 0.00133333333333333 0.00533333333333333
"تركه" 0.004 0 0.004 0.004 0 0.00133333333333333 0.004 0.00533333333333333 0.00266666666666667 0.00533333333333333 0 0.00133333333333333 0.00133333333333333 0 0.00533333333333333 0.00133333333333333 0 0.00266666666666667
"تقدر" 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.004 0 0.00533333333333333 0.00266666666666667 0.00133333333333333 0.004 0.00266666666666667 0.00533333333333333 0.004 0 0 0 0.00266666666666667 0 0.004
"تقطع" 0.004 0 0.00266666666666667 0.00266666666666667 0.00533333333333333 0.00666666666666667 0 0.004 0.00133333333333333 0 0.00133333333333333 0.00133333333333333 0.00133333333333333 0 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.004
"تقولوا" 0.00533333333333333 0.004 0.00133333333333333 0.004 0.00533333333333333 0 0 0.00133333333333333 0.00133333333333333 0 0.00133333333333333 0.004 0.00266666666666667 0.00266666666666667 0 0.00266666666666667 0 0.00666666666666667
"تنزيل" 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.004 0.00133333333333333 0.00933333333333333 0.004 0.00133333333333333 0 0 0.00533333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0 0.004 0 0.00266666666666667
"حالا" 0 0 0 0 0 0 0 0 0 0 0.004 0 0 0 0.0386666666666667 0 0 0
"حَتَّى" 0 0 0 0 0.0186666666666667 0 0.004 0 0.00266666666666667 0.00266666666666667 0.004 0.00133333333333333 0.00266666666666667 0 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00133333333333333
"حسنات" 0.00266666666666667 0.00266666666666667 0.00533333333333333 0.00266666666666667 0 0.00133333333333333 0.00666666666666667 0.004 0 0 0.00533333333333333 0.00533333333333333 0.00133333333333333 0.00133333333333333 0 0.00266666666666667 0.00133333333333333 0
"حسناته" 0 0.004 0.00266666666666667 0.00666666666666667 0.00133333333333333 0 0.00133333333333333 0 0.00133333333333333 0.00266666666666667 0 0.00666666666666667 0.004 0.00133333333333333 0 0.00133333333333333 0 0.00933333333333333
"حملت" 0 0.00133333333333333 0 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.00933333333333333 0 0 0 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.008 0 0.00133333333333333 0.00266666666666667 0.00533333333333333
"خامساً" 0 0 0 0 0.0413333333333333 0 0 0.00133333333333333 0 0 0 0 0 0 0 0 0 0
"خوفهم" 0.00133333333333333 0 0.00266666666666667 0.00666666666666667 0.004 0.00133333333333333 0 0.00666666666666667 0.00133333333333333 0.00133333333333333 0 0.00266666666666667 0 0 0.00133333333333333 0 0 0.0133333333333333
"درهم" 0.00266666666666667 0 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.004 0 0.00266666666666667 0.00133333333333333 0 0.00533333333333333 0.00266666666666667 0.008 0.00133333333333333 0 0.004
"دلائل" 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00266666666666667 0 0.00133333333333333 0.00933333333333333 0.00666666666666667 0 0 0 0.008 0 0.00133333333333333 0 0 0.004
"رَّبِّ" 0 0.00666666666666667 0.00133333333333333 0 0 0 0 0.00133333333333333 0.012 0 0.00133333333333333 0.0146666666666667 0 0 0 0 0.004 0.00133333333333333
"رَبُّهُمْ" 0 0.00133333333333333 0.00266666666666667 0 0 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00933333333333333 0.00133333333333333 0 0.0106666666666667 0.00266666666666667 0 0 0 0.00266666666666667 0.008
"رجالاً" 0.004 0.00533333333333333 0.00266666666666667 0 0.00133333333333333 0.00266666666666667 0.00266666666666667 0 0 0.00666666666666667 0.00533333333333333 0.00133333333333333 0.00133333333333333 0 0 0.00666666666666667 0.00133333333333333 0.00133333333333333
"رحم" 0.00266666666666667 0.00133333333333333 0.00133333333333333 0 0.00266666666666667 0.00133333333333333 0.004 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00933333333333333 0.00533333333333333 0.00266666666666667 0 0 0.00266666666666667 0.00266666666666667
"رسله" 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667 0 0 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00666666666666667 0.00133333333333333 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00933333333333333 0.00133333333333333
"سِحْرٌ" 0 0.004 0.00133333333333333 0 0 0.00666666666666667 0.00133333333333333 0.00133333333333333 0.008 0.00133333333333333 0 0.00533333333333333 0.00133333333333333 0 0 0 0.00533333333333333 0.00666666666666667
"سماك" 0 0.00133333333333333 0 0 0.00133333333333333 0 0 0 0 0.0213333333333333 0 0 0 0 0 0 0.016 0.00266666666666667
"شهراً" 0.004 0.008 0 0.00266666666666667 0.004 0 0.00266666666666667 0 0.00133333333333333 0.004 0 0 0.00533333333333333 0.004 0 0.00266666666666667 0.00266666666666667 0.00133333333333333
"علا" 0 0.00133333333333333 0 0.00133333333333333 0.00133333333333333 0 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.00133333333333333 0 0.004 0.008 0.004 0 0.00666666666666667 0.00266666666666667 0.00533333333333333
"غَفُوراً" 0 0.00133333333333333 0.008 0 0 0.00533333333333333 0 0 0.0106666666666667 0.00133333333333333 0 0.008 0.004 0 0 0 0.00266666666666667 0.00133333333333333
"فَبِأَىِّ" 0 0.00666666666666667 0 0 0 0 0 0 0.016 0 0 0 0 0 0 0 0.00666666666666667 0.0133333333333333
"فبين" 0.004 0 0 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.0186666666666667 0 0 0.00266666666666667 0.00266666666666667 0.00133333333333333 0 0.004 0 0.00133333333333333 0.00266666666666667
"فسره" 0.00266666666666667 0.00133333333333333 0.00933333333333333 0.00133333333333333 0 0 0.00266666666666667 0.00133333333333333 0.00133333333333333 0 0.00266666666666667 0 0.00133333333333333 0 0.00933333333333333 0.00266666666666667 0.00666666666666667 0
"فوالله" 0 0.0133333333333333 0 0.00533333333333333 0.00133333333333333 0 0 0 0 0.00266666666666667 0.00133333333333333 0 0.00133333333333333 0.00266666666666667 0 0 0.00933333333333333 0.00533333333333333
"فينا" 0.00133333333333333 0.004 0 0.008 0.00266666666666667 0.00266666666666667 0.00266666666666667 0 0 0 0 0 0.00533333333333333 0 0 0.00266666666666667 0.004 0.00933333333333333
"قوي" 0.00133333333333333 0 0.00133333333333333 0 0.00266666666666667 0.004 0 0.00933333333333333 0.00533333333333333 0 0.00133333333333333 0 0.004 0.00133333333333333 0.00133333333333333 0.00533333333333333 0.00533333333333333 0
"كتبهم" 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00533333333333333 0.00266666666666667 0 0.00266666666666667 0 0.00133333333333333 0.00266666666666667 0.00266666666666667 0 0.00666666666666667 0.00133333333333333 0.00266666666666667 0.00533333333333333 0.00266666666666667 0.00133333333333333
"لبيد" 0.00133333333333333 0 0.00133333333333333 0.00133333333333333 0.016 0 0 0 0 0.00266666666666667 0.00533333333333333 0 0.00133333333333333 0 0 0.004 0.008 0.00133333333333333
"لشيء" 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00666666666666667 0.00266666666666667 0.00133333333333333 0.004 0.00133333333333333 0.004 0 0 0 0.00266666666666667 0.00133333333333333 0.008 0.00133333333333333 0.00133333333333333
"لَوْلاَ" 0 0.00666666666666667 0.008 0 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00533333333333333 0.008 0 0.00133333333333333 0.00266666666666667 0 0 0.00133333333333333 0 0.004 0.00133333333333333
"متاع" 0 0.0106666666666667 0.00666666666666667 0.004 0 0.004 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00133333333333333 0 0 0.00133333333333333 0.00133333333333333 0
"مرفوعة" 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.00533333333333333 0.00933333333333333 0.00266666666666667 0.00133333333333333 0 0.004 0.004 0 0 0.00666666666666667 0 0 0 0
"مستقيم" 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.008 0.004 0 0 0.00133333333333333 0 0 0.00533333333333333 0.00266666666666667 0.00533333333333333 0 0.004 0.00133333333333333 0.004 0.00266666666666667
"معاينة" 0 0.00133333333333333 0.00666666666666667 0.00266666666666667 0.00533333333333333 0.00266666666666667 0 0 0.004 0 0 0.008 0.00666666666666667 0 0 0 0.00266666666666667 0.00266666666666667
"منكر" 0 0 0 0.00266666666666667 0.00266666666666667 0.00666666666666667 0.00266666666666667 0 0.00266666666666667 0.00133333333333333 0.008 0.00133333333333333 0.004 0 0.00266666666666667 0.004 0.004 0
"نَاراً" 0 0 0.00666666666666667 0 0.00266666666666667 0.004 0.00266666666666667 0.00133333333333333 0.00533333333333333 0 0.00266666666666667 0.008 0 0 0.00133333333333333 0 0.00266666666666667 0.00533333333333333
"وَأَنَّهُ" 0 0.004 0.00266666666666667 0 0.004 0.00533333333333333 0.00133333333333333 0 0.008 0 0 0.00533333333333333 0 0 0 0 0.00533333333333333 0.00666666666666667
"وٱبن" 0 0 0 0 0 0 0.0426666666666667 0 0 0 0 0 0 0 0 0 0 0
"وَٱلْيَوْمِ" 0 0.00533333333333333 0.00266666666666667 0 0 0.00266666666666667 0 0.00133333333333333 0.0106666666666667 0.00133333333333333 0 0.00933333333333333 0 0 0.004 0 0.004 0.00133333333333333
"والكلام" 0.004 0 0.00666666666666667 0 0.004 0 0.004 0.00933333333333333 0 0 0 0 0.00266666666666667 0.00133333333333333 0.004 0.004 0.00133333333333333 0.00133333333333333
"وبيان" 0.004 0.00133333333333333 0.00533333333333333 0 0 0.012 0 0.00133333333333333 0 0.00133333333333333 0.00533333333333333 0.008 0 0 0 0.00133333333333333 0.00266666666666667 0
"وتأخير" 0.00533333333333333 0.008 0.00133333333333333 0.00533333333333333 0.00133333333333333 0.00133333333333333 0.00533333333333333 0.00266666666666667 0 0 0.00133333333333333 0 0 0.004 0.00133333333333333 0 0 0.00533333333333333
"وجعله" 0.00133333333333333 0.00266666666666667 0.00266666666666667 0 0.00133333333333333 0.004 0.004 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.00533333333333333 0 0.00133333333333333 0 0.00933333333333333 0.00133333333333333 0 0.00266666666666667
"وَرَسُولِهِ" 0 0.00533333333333333 0.004 0 0 0.004 0.00266666666666667 0 0.012 0 0.00266666666666667 0.008 0 0 0.00266666666666667 0 0 0.00133333333333333
"وزعم" 0.00533333333333333 0.00133333333333333 0.00133333333333333 0 0.00133333333333333 0 0.016 0.00266666666666667 0 0.00133333333333333 0.00133333333333333 0 0 0.00666666666666667 0 0.00266666666666667 0.00266666666666667 0
"وكثرة" 0.00133333333333333 0.00133333333333333 0.008 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00533333333333333 0 0.00266666666666667 0 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.00533333333333333
"ولله" 0.00533333333333333 0 0 0.00533333333333333 0.00266666666666667 0.008 0 0.00133333333333333 0 0.00133333333333333 0 0 0 0 0 0.00266666666666667 0.016 0
"ووصف" 0.012 0.00133333333333333 0.004 0.00133333333333333 0 0.00533333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0 0.00666666666666667 0 0 0 0.00133333333333333 0.004 0 0.00133333333333333
"يؤمر" 0 0.00266666666666667 0 0.00666666666666667 0.00133333333333333 0.00266666666666667 0.00133333333333333 0 0.00266666666666667 0 0 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00666666666666667 0.004 0.00533333333333333 0.00266666666666667
"يتبين" 0.00133333333333333 0.008 0 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.004 0.00266666666666667 0.00133333333333333 0.00133333333333333 0 0.00133333333333333 0.00133333333333333 0.00666666666666667 0 0.00666666666666667
"يتوب" 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.004 0.00133333333333333 0.00133333333333333 0.004 0.004 0 0.00266666666666667 0.00266666666666667 0.004 0.00133333333333333 0 0 0.00133333333333333 0.00133333333333333 0.00533333333333333
"يجيبون" 0 0.00133333333333333 0 0 0 0 0.00133333333333333 0 0.00266666666666667 0 0 0 0 0 0.0373333333333333 0 0 0
"يخشى" 0.00266666666666667 0.004 0 0.00533333333333333 0.00533333333333333 0.008 0 0 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0 0 0.008 0.00133333333333333 0.00133333333333333
"يدخلون" 0.00266666666666667 0.008 0 0.004 0 0.00133333333333333 0.00266666666666667 0.00133333333333333 0 0.00133333333333333 0.00266666666666667 0.004 0.004 0.00266666666666667 0.004 0 0.00133333333333333 0.00266666666666667
"يسلم" 0.00266666666666667 0 0 0.00666666666666667 0.00133333333333333 0.00666666666666667 0.004 0.00133333333333333 0.00133333333333333 0 0.00266666666666667 0.004 0 0 0 0.00266666666666667 0.00133333333333333 0.008
"يعرض" 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.004 0.00133333333333333 0.00266666666666667 0.004 0 0.00133333333333333 0 0.00133333333333333 0.004 0 0.004 0.004 0.00533333333333333 0.004
"يعلى" 0.00266666666666667 0.00266666666666667 0 0 0.00133333333333333 0 0 0 0 0.00266666666666667 0.00133333333333333 0 0 0.0106666666666667 0 0 0.0213333333333333 0
"يهود" 0.00266666666666667 0.00266666666666667 0 0.00133333333333333 0 0.00266666666666667 0.004 0 0 0.00666666666666667 0.00266666666666667 0 0.00533333333333333 0.00266666666666667 0 0.00533333333333333 0.00266666666666667 0.004
"أباه" 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00133333333333333 0 0.00933333333333333 0.00266666666666667 0.004 0 0.00266666666666667 0.00266666666666667 0 0.00533333333333333
"أتاك" 0.00133333333333333 0 0 0.004 0.00266666666666667 0.004 0.00133333333333333 0 0 0.00133333333333333 0.004 0.008 0.00266666666666667 0.00666666666666667 0 0 0.00133333333333333 0.004
"أحاديث" 0.00666666666666667 0 0 0.004 0.00266666666666667 0.00533333333333333 0 0 0 0 0 0.008 0 0.00266666666666667 0.00133333333333333 0.004 0.00266666666666667 0.004
"أَخَذَ" 0 0.004 0.004 0 0.00133333333333333 0.00533333333333333 0.00666666666666667 0.00133333333333333 0.00533333333333333 0.00133333333333333 0 0.004 0.00133333333333333 0 0 0.00133333333333333 0.00133333333333333 0.004
"أكثرهم" 0 0.004 0.00533333333333333 0.00666666666666667 0.00266666666666667 0.00266666666666667 0.00266666666666667 0 0 0.004 0.00133333333333333 0 0.004 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333
"أنهار" 0 0.00133333333333333 0 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.008 0 0.00266666666666667 0.00133333333333333 0 0.0133333333333333 0.00266666666666667 0.004 0 0.00266666666666667 0.00133333333333333 0
"أهلاً" 0.00133333333333333 0.00133333333333333 0 0.00133333333333333 0 0.00133333333333333 0 0.00133333333333333 0 0.00133333333333333 0 0.0213333333333333 0.00133333333333333 0 0 0 0.00133333333333333 0.00933333333333333
"أهلكهم" 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.004 0.00133333333333333 0.00266666666666667 0 0.00133333333333333 0.004 0.00133333333333333 0.004 0.00266666666666667 0.004 0.00133333333333333 0 0 0.00133333333333333 0.00933333333333333
"أَيَّامٍ" 0 0.00133333333333333 0.00133333333333333 0 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.0106666666666667 0.00133333333333333 0.00133333333333333 0.00533333333333333 0.004 0 0.008 0 0.00266666666666667 0
"أَيْنَ" 0 0.00533333333333333 0.00666666666666667 0 0 0.00533333333333333 0.00533333333333333 0 0.00533333333333333 0 0.00133333333333333 0.008 0 0.00133333333333333 0.00133333333333333 0 0 0.00133333333333333
"ٱلآخِرَةِ" 0 0.00133333333333333 0.004 0 0 0.00933333333333333 0.00133333333333333 0.00266666666666667 0 0 0 0.0133333333333333 0 0 0.00133333333333333 0 0.004 0.004
