"Abu-Hayyan_1" "al-Baghawi_1" "al-Baydawi_1" "al-Khazin_1" "al-Mawardi_1" "al-Nasafi_1" "al-Qurtubi_1" "al-Razi_1" "al-Suyuti_1" "al-Zamakhshari_1" "Fairuzabadi_1" "Ibn-Abd-al-Salam_1" "Ibn-al-Jawzi_1" "Ibn-Arafa_1" "Ibn-Atiya_1" "Samarqandi_1"
"الإخلاص" 0.00133333333333333 0.00133333333333333 0 0.008 0.004 0.00533333333333333 0.00666666666666667 0.00266666666666667 0 0.00133333333333333 0 0.004 0 0 0.00133333333333333 0.00133333333333333
"الإِنسان" 0 0.00933333333333333 0.0106666666666667 0 0 0 0.00133333333333333 0 0.00933333333333333 0 0 0 0.00666666666666667 0 0 0
"البحار" 0 0.00133333333333333 0.00133333333333333 0 0.00666666666666667 0 0.004 0.008 0 0.00266666666666667 0 0.004 0.00266666666666667 0.00133333333333333 0.004 0.00133333333333333
"البينة" 0 0.00266666666666667 0 0.004 0.00133333333333333 0.00133333333333333 0.004 0.00533333333333333 0.00133333333333333 0.008 0 0.00266666666666667 0 0.00266666666666667 0.004 0
"الترتيب" 0.00533333333333333 0 0.00133333333333333 0.00533333333333333 0.00133333333333333 0 0.00133333333333333 0.004 0.00133333333333333 0.00533333333333333 0 0.00133333333333333 0 0.00666666666666667 0.004 0
"الترك" 0.00266666666666667 0.00533333333333333 0 0.00266666666666667 0.00266666666666667 0.004 0.00266666666666667 0.004 0.00133333333333333 0.00133333333333333 0 0.00133333333333333 0 0.00666666666666667 0.00266666666666667 0
"الحاكم" 0 0.00133333333333333 0 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.00933333333333333 0.00266666666666667 0 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.004
"الحركة" 0.00533333333333333 0 0.00266666666666667 0.00133333333333333 0.004 0.00133333333333333 0.004 0.00533333333333333 0 0.00533333333333333 0 0.00133333333333333 0 0.00533333333333333 0 0.00133333333333333
"الحيوانات" 0.00133333333333333 0.00133333333333333 0.00533333333333333 0.008 0.00266666666666667 0 0 0.0146666666666667 0.00133333333333333 0 0 0 0.00266666666666667 0 0 0
"الخطأ" 0.00133333333333333 0 0.00133333333333333 0.004 0 0.00933333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.00266666666666667 0
"الدائم" 0.00133333333333333 0 0 0.00266666666666667 0.00266666666666667 0.00133333333333333 0 0.00266666666666667 0.00533333333333333 0 0.004 0.004 0.00666666666666667 0.00133333333333333 0 0.00533333333333333
"الرد" 0.004 0.00133333333333333 0 0.00133333333333333 0.00266666666666667 0.00133333333333333 0 0.004 0.00133333333333333 0 0 0.004 0.004 0.00533333333333333 0.00666666666666667 0.00133333333333333
"السعادة" 0.004 0.004 0.004 0.00666666666666667 0 0 0 0.00533333333333333 0 0.00266666666666667 0.00266666666666667 0.004 0.00133333333333333 0 0.00133333333333333 0.00133333333333333
"الصفا" 0.00266666666666667 0.00133333333333333 0 0.00133333333333333 0.004 0.00133333333333333 0 0.00133333333333333 0 0.00133333333333333 0 0.00533333333333333 0.00266666666666667 0.00933333333333333 0.004 0.00266666666666667
"الصيحة" 0.00666666666666667 0.00133333333333333 0 0.004 0.004 0 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.004 0.004 0.00133333333333333 0 0.00133333333333333 0.00266666666666667
"الضرب" 0.00266666666666667 0.00266666666666667 0 0.00533333333333333 0 0.00133333333333333 0.00266666666666667 0.00533333333333333 0.00266666666666667 0.004 0 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00533333333333333 0
"العكس" 0 0 0 0 0 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00266666666666667 0 0 0 0.0266666666666667 0.00133333333333333 0
"العيون" 0.00266666666666667 0.00133333333333333 0 0.004 0.00533333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.0106666666666667 0.00133333333333333 0.00266666666666667 0.00133333333333333 0 0.00133333333333333 0
"الغنى" 0.00533333333333333 0.00533333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.004 0.00133333333333333 0.00133333333333333 0.004 0 0.004 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667
"الفجار" 0.004 0.00266666666666667 0 0.00133333333333333 0.00133333333333333 0.008 0 0.0106666666666667 0 0.00133333333333333 0 0.00133333333333333 0.004 0 0.00266666666666667 0
"الفقهاء" 0 0.004 0.00133333333333333 0.004 0.00266666666666667 0 0.004 0.004 0 0.00266666666666667 0 0 0 0.0106666666666667 0.004 0
"القبول" 0.00133333333333333 0 0 0.00133333333333333 0.004 0.00266666666666667 0.00133333333333333 0.00533333333333333 0.00266666666666667 0.00133333333333333 0 0.004 0.00133333333333333 0.00666666666666667 0.00266666666666667 0.00266666666666667
"الليث" 0.004 0.004 0 0 0 0 0.00133333333333333 0.00533333333333333 0 0 0 0 0 0 0 0.0226666666666667
"المحكم" 0 0.004 0.00133333333333333 0.00533333333333333 0.00666666666666667 0.004 0 0.00133333333333333 0.00133333333333333 0 0.00266666666666667 0.00666666666666667 0 0 0.004 0
"المخلوقات" 0.008 0 0 0.004 0 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00533333333333333 0 0.00266666666666667 0.00266666666666667 0 0.004 0.00533333333333333 0
"المقتول" 0.00533333333333333 0.004 0.004 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.004 0 0.004 0.004 0 0 0.00133333333333333 0
"المنام" 0.004 0.004 0 0.004 0.00266666666666667 0 0.00133333333333333 0.00533333333333333 0.00133333333333333 0 0.00666666666666667 0.00133333333333333 0.00266666666666667 0 0 0.004
"الميتة" 0.00133333333333333 0 0 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00133333333333333 0 0.00266666666666667 0.00133333333333333 0.004 0.004 0 0.0106666666666667 0.00266666666666667 0.004
"النبيين" 0.00266666666666667 0.004 0.00266666666666667 0.004 0 0.00266666666666667 0 0 0.00133333333333333 0.00133333333333333 0.008 0.00133333333333333 0.004 0.00133333333333333 0.00266666666666667 0.00133333333333333
"بإدغام" 0.00533333333333333 0.00133333333333333 0.00133333333333333 0 0 0.00266666666666667 0.00266666666666667 0 0.0133333333333333 0.004 0 0 0.00133333333333333 0 0.00533333333333333 0
"بالآخرة" 0.004 0 0.00133333333333333 0.00666666666666667 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00666666666666667 0 0.00133333333333333 0 0.00133333333333333 0.004 0.00133333333333333 0.004 0.00133333333333333
"بالتنوين" 0 0.00533333333333333 0.008 0 0 0.00133333333333333 0 0.00266666666666667 0.004 0.00133333333333333 0 0 0.004 0 0.00133333333333333 0.00933333333333333
"بالذي" 0.008 0.00266666666666667 0.00133333333333333 0.00933333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0 0.004 0.00133333333333333 0 0.00133333333333333 0 0 0.004
"بالمعاصي" 0.00133333333333333 0.00266666666666667 0 0.004 0.00266666666666667 0 0.00133333333333333 0 0.004 0 0.00266666666666667 0.00933333333333333 0.00266666666666667 0 0.00133333333333333 0.00533333333333333
"بالنبي" 0 0.00266666666666667 0 0.00533333333333333 0.00266666666666667 0 0 0 0.00266666666666667 0 0.00533333333333333 0.00266666666666667 0.004 0.012 0 0
"بالنظر" 0.00666666666666667 0 0.004 0.00266666666666667 0.00266666666666667 0 0 0 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00266666666666667 0 0.00933333333333333 0 0.004
"بَعْضَ" 0 0.00266666666666667 0.004 0 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.004 0.00133333333333333 0.00666666666666667 0.00133333333333333 0.00133333333333333 0.00133333333333333 0 0.00666666666666667
"بَعِيدٍ" 0 0.00533333333333333 0.004 0 0 0.004 0.00133333333333333 0.00133333333333333 0.0106666666666667 0 0.004 0.00133333333333333 0 0.00133333333333333 0 0.004
"بغيره" 0.00133333333333333 0 0.004 0.00266666666666667 0.00133333333333333 0.00266666666666667 0 0.00533333333333333 0.004 0.00533333333333333 0 0.00133333333333333 0.00266666666666667 0.00533333333333333 0 0.00133333333333333
"بَل" 0 0.00266666666666667 0.004 0 0 0.00533333333333333 0 0 0.012 0.004 0.00266666666666667 0 0 0.00266666666666667 0 0.004
"بلقيس" 0.00266666666666667 0.0106666666666667 0.004 0.00533333333333333 0.00266666666666667 0 0 0 0.00266666666666667 0.00133333333333333 0.00533333333333333 0.00133333333333333 0 0 0 0.00133333333333333
"بواسطة" 0.00533333333333333 0 0.00133333333333333 0 0 0.00133333333333333 0 0.0106666666666667 0 0 0 0 0 0.016 0.00266666666666667 0
"تجد" 0.00266666666666667 0.004 0.004 0.00266666666666667 0.00533333333333333 0 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667 0 0.004 0.00133333333333333 0.00133333333333333
"تذكرة" 0.00266666666666667 0.00133333333333333 0 0.004 0.004 0.00533333333333333 0 0.00133333333333333 0.00133333333333333 0.00266666666666667 0 0 0.00133333333333333 0 0.00533333333333333 0.008
"تكرير" 0 0.00133333333333333 0.00933333333333333 0.00133333333333333 0 0.008 0 0 0 0.0133333333333333 0 0 0 0.00266666666666667 0 0.00133333333333333
"تَكُنْ" 0 0.00666666666666667 0.00266666666666667 0 0 0.004 0.00266666666666667 0.00266666666666667 0.00666666666666667 0.00133333333333333 0.008 0 0.00133333333333333 0 0 0.00133333333333333
"ثبوت" 0 0 0.00133333333333333 0 0.00133333333333333 0.00133333333333333 0 0.00666666666666667 0.00133333333333333 0.00266666666666667 0 0.00266666666666667 0 0.0173333333333333 0.00266666666666667 0
"ثور" 0.00133333333333333 0.00533333333333333 0 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00533333333333333 0.00133333333333333 0.00133333333333333 0 0.004 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.008 0
"جامع" 0.004 0.00266666666666667 0.00666666666666667 0.00533333333333333 0 0.004 0.00133333333333333 0.00133333333333333 0 0.00133333333333333 0 0 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.00266666666666667
"جرت" 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0 0.00266666666666667 0.00533333333333333 0.00133333333333333 0 0.004 0 0.00266666666666667 0.00533333333333333 0.004 0.00533333333333333 0.00133333333333333
"جَنَّاتٍ" 0 0 0 0 0.00666666666666667 0 0.00266666666666667 0 0 0 0.0253333333333333 0.00133333333333333 0 0.00133333333333333 0 0
"جَنَّـٰتٍ" 0 0.00533333333333333 0.00533333333333333 0 0 0.012 0 0.00266666666666667 0 0.004 0 0 0 0 0 0.008
"حذيفة" 0.00133333333333333 0.00266666666666667 0 0.00133333333333333 0.00266666666666667 0.004 0.00533333333333333 0 0 0.004 0.00266666666666667 0.004 0.00133333333333333 0.00133333333333333 0.00533333333333333 0.00133333333333333
"حرمة" 0.00133333333333333 0 0.00666666666666667 0.00266666666666667 0.004 0.004 0.00266666666666667 0.004 0 0.00266666666666667 0 0.004 0 0.00266666666666667 0.00266666666666667 0
"خامساً" 0 0 0 0 0.036 0 0.00133333333333333 0 0 0 0 0 0 0 0 0
"خروج" 0.00266666666666667 0.00533333333333333 0 0.00266666666666667 0 0.00266666666666667 0 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.00533333333333333 0.00133333333333333 0 0 0.00533333333333333 0.00533333333333333
"ذٰلِكُمْ" 0 0 0.00266666666666667 0 0 0.00533333333333333 0.00266666666666667 0.00133333333333333 0.0133333333333333 0.00133333333333333 0.00533333333333333 0 0 0.00133333333333333 0 0.004
"ذهاب" 0.00133333333333333 0.004 0.00133333333333333 0.00266666666666667 0.00266666666666667 0 0.004 0.00133333333333333 0.00133333333333333 0 0.008 0.00133333333333333 0.00133333333333333 0.00133333333333333 0 0.00666666666666667
"رسلاً" 0.00266666666666667 0 0.00266666666666667 0.004 0.004 0.00533333333333333 0 0.00133333333333333 0.004 0 0.00266666666666667 0.00133333333333333 0 0 0.004 0.00533333333333333
"زين" 0.004 0.004 0 0.004 0.00666666666666667 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.004 0.00266666666666667 0 0.00133333333333333 0.00133333333333333 0.00133333333333333 0 0.00266666666666667
"سرعة" 0 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00533333333333333 0.00533333333333333 0.00133333333333333 0.004 0.00133333333333333 0 0.004 0.004 0 0.00533333333333333 0.00133333333333333 0
"سرق" 0.004 0.004 0 0.008 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00533333333333333 0 0.00133333333333333 0 0.00266666666666667
"سفر" 0.00266666666666667 0.004 0 0.004 0 0.00133333333333333 0 0.00266666666666667 0.00133333333333333 0 0.00533333333333333 0.00533333333333333 0.00266666666666667 0.00266666666666667 0.00533333333333333 0
"سوداء" 0 0.00133333333333333 0.004 0.00133333333333333 0.004 0 0.00666666666666667 0 0.00266666666666667 0 0.00266666666666667 0.00666666666666667 0.00533333333333333 0 0 0.00266666666666667
"شرحنا" 0.00133333333333333 0 0 0 0 0 0 0 0 0.00133333333333333 0 0 0.0346666666666667 0 0 0
"شَهِيداً" 0 0.00533333333333333 0.00533333333333333 0 0.00133333333333333 0.004 0 0 0.004 0.00266666666666667 0.00933333333333333 0.004 0 0 0 0.00133333333333333
"ضيق" 0.00666666666666667 0.00533333333333333 0.00266666666666667 0.004 0.00133333333333333 0.00133333333333333 0 0.00133333333333333 0.00533333333333333 0.00266666666666667 0.00133333333333333 0.00266666666666667 0 0 0 0.00266666666666667
"طلباً" 0.00133333333333333 0.00133333333333333 0.00133333333333333 0 0.00533333333333333 0.00133333333333333 0 0.00266666666666667 0.004 0.00133333333333333 0 0.016 0.00266666666666667 0 0 0
"عبادتها" 0 0.00266666666666667 0.00266666666666667 0.00666666666666667 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00133333333333333 0 0.00266666666666667 0.00666666666666667
"عَدْنٍ" 0 0.00266666666666667 0.004 0 0 0.008 0.00133333333333333 0.00266666666666667 0.008 0.00133333333333333 0.004 0 0.00266666666666667 0 0 0.00266666666666667
"عَزِيزٌ" 0 0.00266666666666667 0.00266666666666667 0 0 0.00266666666666667 0 0 0.012 0 0.00933333333333333 0.00133333333333333 0 0.004 0 0.00266666666666667
"عقبه" 0.004 0.00133333333333333 0.00933333333333333 0 0 0.004 0 0.00133333333333333 0 0.004 0 0 0 0.0106666666666667 0.00266666666666667 0
"عَلَيَّ" 0 0.00266666666666667 0.004 0 0.00666666666666667 0.00133333333333333 0.00133333333333333 0 0.00133333333333333 0 0.0106666666666667 0.00133333333333333 0.008 0 0 0
"عوف" 0.00133333333333333 0.004 0.00133333333333333 0.008 0.00266666666666667 0 0.004 0 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.004 0.00266666666666667 0.00133333333333333 0 0.00266666666666667
"فأبى" 0.00266666666666667 0.004 0.00133333333333333 0.00266666666666667 0.004 0.00133333333333333 0.00133333333333333 0.004 0.00133333333333333 0.00133333333333333 0 0.00266666666666667 0.004 0.00266666666666667 0 0.004
"فأوحى" 0 0.00533333333333333 0 0.00533333333333333 0.00666666666666667 0.00133333333333333 0 0.00133333333333333 0 0.00666666666666667 0.00133333333333333 0 0.00266666666666667 0 0 0.00666666666666667
"فأين" 0.00133333333333333 0.004 0.00133333333333333 0.004 0.00266666666666667 0.00133333333333333 0.00533333333333333 0.00133333333333333 0 0.00266666666666667 0.00533333333333333 0.00133333333333333 0.004 0 0 0.00266666666666667
"فعبر" 0.00133333333333333 0 0 0.00266666666666667 0.0106666666666667 0 0.00533333333333333 0 0 0 0 0 0 0.0133333333333333 0.00266666666666667 0.00133333333333333
"فعند" 0 0.00533333333333333 0 0.00533333333333333 0 0 0.00133333333333333 0.0173333333333333 0.00133333333333333 0 0 0.00133333333333333 0.00133333333333333 0 0.00133333333333333 0.00266666666666667
"فَوْقَ" 0 0.00266666666666667 0.00533333333333333 0 0 0.00533333333333333 0.00133333333333333 0.00133333333333333 0.00666666666666667 0.00266666666666667 0.004 0.004 0.00133333333333333 0 0 0.00266666666666667
"فوقهم" 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00533333333333333 0.004 0.004 0.00133333333333333 0 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.004 0.00266666666666667 0 0.004 0.00266666666666667
"فَيَقُولُ" 0 0.00533333333333333 0.004 0 0 0.00266666666666667 0 0.00133333333333333 0.008 0 0.012 0 0 0 0 0.004
"فِيهِمَا" 0 0 0.00533333333333333 0 0 0.00933333333333333 0 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.012 0 0 0.00133333333333333 0 0.00133333333333333
"قالا" 0.00133333333333333 0.012 0 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.004 0 0.00266666666666667 0.00133333333333333 0.00133333333333333 0 0.00533333333333333 0 0.00133333333333333 0.00266666666666667
"قبورهم" 0.00133333333333333 0.00266666666666667 0 0.00266666666666667 0.004 0.00133333333333333 0.00266666666666667 0 0.004 0 0 0.00933333333333333 0.00533333333333333 0 0 0.004
"قرابة" 0 0 0 0.004 0.00133333333333333 0.00266666666666667 0 0 0.004 0.00266666666666667 0.0106666666666667 0.00266666666666667 0.004 0 0 0.00533333333333333
"قصر" 0.00133333333333333 0.00133333333333333 0.0106666666666667 0.00133333333333333 0.004 0.00533333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667 0 0.00133333333333333 0.00266666666666667 0.00133333333333333 0
"قلبك" 0 0.00533333333333333 0.00133333333333333 0 0.00133333333333333 0 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.004 0.00266666666666667 0 0.00133333333333333 0.00933333333333333
"قُلُوبُهُمْ" 0 0.00266666666666667 0.00133333333333333 0 0 0.004 0.00266666666666667 0.00533333333333333 0.00933333333333333 0 0.008 0 0 0 0 0.004
"كبر" 0.004 0.00266666666666667 0.00266666666666667 0.00133333333333333 0 0.004 0.00133333333333333 0 0.00133333333333333 0.004 0.00133333333333333 0 0.00266666666666667 0.00133333333333333 0.00533333333333333 0.00533333333333333
"كرم" 0.00533333333333333 0.00133333333333333 0 0.00266666666666667 0.00666666666666667 0.00133333333333333 0 0 0 0.00266666666666667 0.00533333333333333 0 0.004 0.004 0.00266666666666667 0.00133333333333333
"كمثل" 0.004 0.00266666666666667 0.00266666666666667 0.00666666666666667 0 0 0.00133333333333333 0.00133333333333333 0 0 0.00533333333333333 0.00266666666666667 0 0.00266666666666667 0.004 0.004
"لحق" 0.00533333333333333 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00266666666666667 0 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00533333333333333 0 0.00133333333333333 0.00266666666666667 0.00533333333333333
"لفرعون" 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00933333333333333 0.004 0.00133333333333333 0.00133333333333333 0 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.004 0 0 0.00133333333333333 0.00533333333333333
"لفلان" 0 0.00133333333333333 0.004 0 0 0.00133333333333333 0.00266666666666667 0.004 0 0.004 0 0.004 0.00533333333333333 0.004 0.00133333333333333 0.00533333333333333
"لقمان" 0.004 0.004 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.004 0.00266666666666667 0.00533333333333333 0 0.00266666666666667 0 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00266666666666667
"لَّكَ" 0 0 0.00266666666666667 0 0.00133333333333333 0.004 0.00266666666666667 0 0.008 0.00133333333333333 0.0106666666666667 0.004 0 0 0 0.00266666666666667
"للبيان" 0.00133333333333333 0 0.00666666666666667 0 0 0.00533333333333333 0 0 0.0146666666666667 0.00533333333333333 0.00266666666666667 0 0 0.00133333333333333 0 0
"لَّوْ" 0 0.00266666666666667 0.00666666666666667 0 0 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.008 0.00133333333333333 0.00533333333333333 0.00133333333333333 0 0 0 0.00533333333333333
"مأثور" 0 0 0 0 0.00533333333333333 0 0.00133333333333333 0 0 0 0 0.0306666666666667 0 0 0 0
"مؤلم" 0 0 0.00133333333333333 0 0 0.00533333333333333 0 0 0.0226666666666667 0 0 0.00133333333333333 0 0.00266666666666667 0.004 0
"مانع" 0 0.00133333333333333 0 0.004 0 0.00133333333333333 0.00266666666666667 0.004 0.004 0 0.00666666666666667 0.00266666666666667 0.00133333333333333 0.00533333333333333 0.00133333333333333 0.00266666666666667
"محبة" 0.00266666666666667 0.00133333333333333 0.00533333333333333 0.004 0.00133333333333333 0 0 0.00933333333333333 0 0.00266666666666667 0 0.004 0.00133333333333333 0.00133333333333333 0.004 0
"مد" 0.00266666666666667 0 0 0.00666666666666667 0 0 0.00133333333333333 0.00266666666666667 0 0 0.00133333333333333 0.004 0 0 0.00933333333333333 0.00933333333333333
"مسألة" 0.004 0.00133333333333333 0 0.00266666666666667 0 0.00266666666666667 0.0106666666666667 0.004 0 0 0 0.00133333333333333 0.00266666666666667 0.008 0 0
"مفتوحة" 0.00133333333333333 0.00133333333333333 0.00266666666666667 0 0 0.00133333333333333 0.004 0.00133333333333333 0.00133333333333333 0 0.00266666666666667 0 0.0133333333333333 0.00133333333333333 0.00666666666666667 0
"منازل" 0 0 0 0.00533333333333333 0.004 0 0.004 0.00133333333333333 0.00266666666666667 0 0.00266666666666667 0.008 0.004 0 0.00133333333333333 0.004
"منافع" 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00533333333333333 0 0.004 0.00666666666666667 0.00133333333333333 0.004 0 0.004 0 0.00133333333333333 0.00133333333333333 0.00266666666666667
"منذ" 0.00266666666666667 0.00666666666666667 0.00266666666666667 0.00133333333333333 0.00133333333333333 0 0.004 0.00266666666666667 0 0.004 0.00133333333333333 0 0.00266666666666667 0 0.00666666666666667 0.00133333333333333
"موجود" 0.00266666666666667 0.00133333333333333 0 0 0.00266666666666667 0.004 0.00266666666666667 0.00533333333333333 0 0.00266666666666667 0 0 0.00133333333333333 0.0133333333333333 0.00133333333333333 0
"نفخ" 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.00666666666666667 0.00266666666666667 0 0.00266666666666667 0.00133333333333333 0.00266666666666667 0 0.00133333333333333 0.004 0.00266666666666667 0.00133333333333333 0 0.00533333333333333
"هداه" 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.00533333333333333 0.00533333333333333 0 0 0.00266666666666667 0.004 0.004 0.00133333333333333 0.00266666666666667 0.00133333333333333 0 0.004 0
"وأخبر" 0.00666666666666667 0.00266666666666667 0.00133333333333333 0.00533333333333333 0.00133333333333333 0 0.00133333333333333 0.00133333333333333 0 0 0.00266666666666667 0.004 0 0.00133333333333333 0.008 0.00133333333333333
"وأقول" 0.00133333333333333 0 0 0.00133333333333333 0.00266666666666667 0 0.00133333333333333 0.0226666666666667 0 0 0 0 0 0 0.00266666666666667 0.00533333333333333
"وأنّ" 0.00933333333333333 0.00133333333333333 0 0.00133333333333333 0 0 0.00133333333333333 0 0.00133333333333333 0.0133333333333333 0 0 0.00133333333333333 0.008 0 0
"والبعث" 0.00266666666666667 0 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00266666666666667 0 0 0.00133333333333333 0 0.012 0.004 0.004 0 0.00133333333333333 0.004
"والدعاء" 0.00266666666666667 0.004 0.00266666666666667 0 0.004 0 0 0.00266666666666667 0.00266666666666667 0 0.008 0.00133333333333333 0 0.004 0.00533333333333333 0
"والروم" 0 0.00133333333333333 0.00666666666666667 0 0.00133333333333333 0.004 0.004 0.00133333333333333 0.004 0.00533333333333333 0.00266666666666667 0.00533333333333333 0.00133333333333333 0 0 0
"والطير" 0.00266666666666667 0.00933333333333333 0.00266666666666667 0.004 0.00133333333333333 0 0 0.00133333333333333 0.00533333333333333 0.00266666666666667 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333
"والميم" 0.004 0.00266666666666667 0 0 0.00266666666666667 0.00266666666666667 0.00666666666666667 0 0 0 0.00266666666666667 0.00533333333333333 0.004 0 0.004 0.00266666666666667
"ورحمته" 0.00266666666666667 0 0.00533333333333333 0.00133333333333333 0 0.004 0.00533333333333333 0.00666666666666667 0 0.00133333333333333 0.00133333333333333 0.00266666666666667 0 0.004 0.00266666666666667 0
"وعمل" 0 0 0 0.004 0.004 0.004 0 0.004 0.004 0.00266666666666667 0.00266666666666667 0.004 0.004 0 0.00133333333333333 0.00266666666666667
"وعملوا" 0.00266666666666667 0.004 0 0.012 0 0 0 0.004 0 0 0.00266666666666667 0 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.008
"وفائدة" 0 0 0.00666666666666667 0.00133333333333333 0 0.008 0.00133333333333333 0.00666666666666667 0.00133333333333333 0.00133333333333333 0 0 0 0.008 0.00266666666666667 0
"ومعناهما" 0 0.00266666666666667 0 0 0.00133333333333333 0 0 0 0 0.00133333333333333 0 0 0.004 0 0.00266666666666667 0.0253333333333333
"يتضمن" 0.00533333333333333 0.00133333333333333 0.008 0 0 0.00133333333333333 0 0.00533333333333333 0 0 0 0 0.00133333333333333 0.00266666666666667 0.012 0
"يتقدم" 0.008 0 0.00133333333333333 0 0.00133333333333333 0.00266666666666667 0 0.00266666666666667 0 0.00266666666666667 0.00133333333333333 0.00266666666666667 0 0.00933333333333333 0.004 0.00133333333333333
"يدرك" 0.00533333333333333 0.00133333333333333 0.00133333333333333 0.008 0.00266666666666667 0 0.00133333333333333 0.00266666666666667 0.00133333333333333 0.00266666666666667 0 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.004 0
"يَرْجِعُونَ" 0 0.00666666666666667 0.004 0 0.00266666666666667 0.00266666666666667 0.00266666666666667 0 0.00666666666666667 0 0.00533333333333333 0.004 0.00133333333333333 0 0 0.00133333333333333
"يرضى" 0.00266666666666667 0.004 0.004 0.00133333333333333 0 0.00266666666666667 0.00666666666666667 0 0.00133333333333333 0.00133333333333333 0.00266666666666667 0 0.00533333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667
"يصعد" 0 0.00266666666666667 0 0.00266666666666667 0 0.00266666666666667 0.00266666666666667 0.00266666666666667 0.004 0 0.004 0.00533333333333333 0.00666666666666667 0 0 0.004
"يَكُونُ" 0 0 0.004 0 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00266666666666667 0.012 0.00133333333333333 0.004 0 0.00266666666666667 0 0 0.004
"يَهْدِي" 0 0.00133333333333333 0.00266666666666667 0 0.00133333333333333 0 0.00266666666666667 0.00133333333333333 0.00266666666666667 0 0.0173333333333333 0 0 0.00533333333333333 0 0.00266666666666667
"أحل" 0.00266666666666667 0 0.004 0.00533333333333333 0.004 0.004 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00133333333333333 0 0.004 0
"أرسلت" 0.00266666666666667 0.00266666666666667 0.00133333333333333 0.00933333333333333 0.00133333333333333 0.00266666666666667 0.00266666666666667 0.00266666666666667 0 0.00533333333333333 0 0.00133333333333333 0.00266666666666667 0 0 0.00133333333333333
"أصلها" 0.00266666666666667 0.00266666666666667 0.004 0.00666666666666667 0 0 0.00666666666666667 0 0 0.00266666666666667 0 0.00533333333333333 0.004 0 0 0.00133333333333333
